IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
141.147.162.204,2082,2082,false,NRT,Asia Pacific,Tokyo,106,5.80
131.186.44.38,2082,2082,false,NRT,Asia Pacific,Tokyo,106,5.79
132.145.123.14,80,80,false,NRT,Asia Pacific,Tokyo,107,5.78
168.138.194.121,2053,2053,true,NRT,Asia Pacific,Tokyo,105,5.78
158.179.188.175,2083,2083,true,NRT,Asia Pacific,Tokyo,103,5.77
158.179.188.175,8080,8080,false,NRT,Asia Pacific,Tokyo,106,5.76
151.145.66.219,2082,2082,false,NRT,Asia Pacific,Tokyo,106,5.76
132.226.5.21,2087,2087,true,NRT,Asia Pacific,Tokyo,102,5.74
158.178.241.45,2095,2095,false,SIN,Asia Pacific,Singapore,85,5.74
158.101.159.181,2082,2082,false,NRT,Asia Pacific,Tokyo,113,5.74
131.186.59.94,8880,8880,false,NRT,Asia Pacific,Tokyo,107,5.71
141.147.168.13,2095,2095,false,NRT,Asia Pacific,Tokyo,103,5.71
158.179.188.7,2053,2053,true,NRT,Asia Pacific,Tokyo,100,5.70
150.230.109.252,2052,2052,false,NRT,Asia Pacific,Tokyo,106,5.69
151.145.65.203,2095,2095,false,NRT,Asia Pacific,Tokyo,105,5.65
140.238.44.118,2053,2053,true,NRT,Asia Pacific,Tokyo,112,5.63
141.147.182.70,2083,2083,true,NRT,Asia Pacific,Tokyo,143,5.62
158.179.182.19,2096,2096,true,NRT,Asia Pacific,Tokyo,104,5.58
151.145.65.203,8880,8880,false,NRT,Asia Pacific,Tokyo,106,5.58
132.145.114.250,8880,8880,false,NRT,Asia Pacific,Tokyo,107,5.55
131.186.37.191,2052,2052,false,NRT,Asia Pacific,Tokyo,102,5.55
151.145.70.28,8880,8880,false,NRT,Asia Pacific,Tokyo,106,5.55
132.226.5.102,2082,2082,false,NRT,Asia Pacific,Tokyo,106,5.54
151.145.68.166,8880,8880,false,NRT,Asia Pacific,Tokyo,107,5.53
158.101.149.81,8443,8443,true,NRT,Asia Pacific,Tokyo,116,5.53
158.178.242.5,2082,2082,false,SIN,Asia Pacific,Singapore,98,5.53
131.186.60.162,2083,2083,true,NRT,Asia Pacific,Tokyo,108,5.52
150.230.214.218,2052,2052,false,NRT,Asia Pacific,Tokyo,105,5.52
168.138.212.40,2083,2083,true,NRT,Asia Pacific,Tokyo,106,5.51
131.186.63.35,2086,2086,false,NRT,Asia Pacific,Tokyo,105,5.51
138.2.31.68,2095,2095,false,HKG,Asia Pacific,Hong Kong,161,5.50
158.178.246.169,8880,8880,false,SIN,Asia Pacific,Singapore,86,5.48
158.101.140.154,8880,8880,false,NRT,Asia Pacific,Tokyo,109,5.44
151.145.74.56,8080,8080,false,NRT,Asia Pacific,Tokyo,121,5.44
131.186.36.248,80,80,false,NRT,Asia Pacific,Tokyo,102,5.42
155.248.186.182,2052,2052,false,NRT,Asia Pacific,Tokyo,104,5.42
158.101.70.155,8080,8080,false,NRT,Asia Pacific,Tokyo,99,5.41
158.178.246.169,2096,2096,true,SIN,Asia Pacific,Singapore,83,5.39
158.101.140.154,2087,2087,true,NRT,Asia Pacific,Tokyo,104,5.39
141.147.182.70,2052,2052,false,NRT,Asia Pacific,Tokyo,106,5.38
155.248.160.116,8080,8080,false,NRT,Asia Pacific,Tokyo,109,5.37
140.238.44.118,2086,2086,false,NRT,Asia Pacific,Tokyo,113,5.36
158.179.188.175,2087,2087,true,NRT,Asia Pacific,Tokyo,98,5.32
131.186.47.255,2096,2096,true,NRT,Asia Pacific,Tokyo,104,5.29
158.179.178.142,8880,8880,false,NRT,Asia Pacific,Tokyo,106,5.28
158.101.81.4,2095,2095,false,NRT,Asia Pacific,Tokyo,104,5.28
158.179.190.253,8880,8880,false,NRT,Asia Pacific,Tokyo,104,5.28
131.186.47.255,2087,2087,true,NRT,Asia Pacific,Tokyo,108,5.25
138.2.7.72,8080,8080,false,NRT,Asia Pacific,Tokyo,113,5.23
158.101.94.15,2053,2053,true,NRT,Asia Pacific,Tokyo,105,5.22
151.145.71.40,8880,8880,false,NRT,Asia Pacific,Tokyo,106,5.22
131.186.37.49,2082,2082,false,NRT,Asia Pacific,Tokyo,149,5.17
158.101.140.154,2086,2086,false,NRT,Asia Pacific,Tokyo,106,5.16
131.186.37.69,2086,2086,false,NRT,Asia Pacific,Tokyo,99,5.14
132.145.121.123,80,80,false,NRT,Asia Pacific,Tokyo,104,5.13
131.186.62.26,2096,2096,true,NRT,Asia Pacific,Tokyo,104,5.13
158.101.149.81,2052,2052,false,NRT,Asia Pacific,Tokyo,106,5.12
151.145.74.56,2052,2052,false,NRT,Asia Pacific,Tokyo,105,5.12
158.101.158.251,80,80,false,NRT,Asia Pacific,Tokyo,105,5.11
158.179.178.142,2095,2095,false,NRT,Asia Pacific,Tokyo,102,5.10
150.230.205.56,2087,2087,true,NRT,Asia Pacific,Tokyo,102,5.10
141.147.182.70,8880,8880,false,NRT,Asia Pacific,Tokyo,103,5.07
131.186.45.88,8080,8080,false,NRT,Asia Pacific,Tokyo,111,5.06
158.179.178.145,8443,8443,true,NRT,Asia Pacific,Tokyo,106,5.06
152.70.111.251,2052,2052,false,NRT,Asia Pacific,Tokyo,108,5.01
141.147.169.131,8080,8080,false,NRT,Asia Pacific,Tokyo,108,4.98
158.179.188.159,8443,8443,true,NRT,Asia Pacific,Tokyo,108,4.97
213.35.98.197,2052,2052,false,SIN,Asia Pacific,Singapore,112,4.96
158.179.189.235,2052,2052,false,NRT,Asia Pacific,Tokyo,107,4.94
132.145.121.123,8880,8880,false,NRT,Asia Pacific,Tokyo,99,4.90
158.179.189.106,2087,2087,true,NRT,Asia Pacific,Tokyo,106,4.89
155.248.186.182,2096,2096,true,NRT,Asia Pacific,Tokyo,104,4.89
131.186.61.45,2086,2086,false,NRT,Asia Pacific,Tokyo,103,4.88
132.145.114.250,8443,8443,true,NRT,Asia Pacific,Tokyo,105,4.88
168.138.196.164,2082,2082,false,HKG,Asia Pacific,Hong Kong,164,4.87
158.101.70.155,2087,2087,true,NRT,Asia Pacific,Tokyo,104,4.86
158.101.94.15,8443,8443,true,NRT,Asia Pacific,Tokyo,109,4.85
138.2.10.251,2083,2083,true,NRT,Asia Pacific,Tokyo,112,4.82
131.186.37.69,2053,2053,true,NRT,Asia Pacific,Tokyo,100,4.77
158.101.90.190,2095,2095,false,NRT,Asia Pacific,Tokyo,105,4.76
141.147.168.159,2083,2083,true,NRT,Asia Pacific,Tokyo,109,4.76
141.147.189.242,2095,2095,false,NRT,Asia Pacific,Tokyo,110,4.76
155.248.186.182,8443,8443,true,NRT,Asia Pacific,Tokyo,104,4.75
141.147.182.70,2082,2082,false,NRT,Asia Pacific,Tokyo,103,4.74
151.145.71.40,8443,8443,true,NRT,Asia Pacific,Tokyo,108,4.71
141.147.160.86,8080,8080,false,NRT,Asia Pacific,Tokyo,101,4.71
131.186.37.69,8443,8443,true,NRT,Asia Pacific,Tokyo,100,4.71
131.186.63.35,8080,8080,false,NRT,Asia Pacific,Tokyo,106,4.70
131.186.63.35,2082,2082,false,NRT,Asia Pacific,Tokyo,105,4.67
141.147.169.131,8880,8880,false,NRT,Asia Pacific,Tokyo,102,4.67
131.186.63.35,8880,8880,false,NRT,Asia Pacific,Tokyo,104,4.66
168.138.184.64,8080,8080,false,SIN,Asia Pacific,Singapore,102,4.65
151.145.66.219,2053,2053,true,NRT,Asia Pacific,Tokyo,104,4.64
141.147.174.7,8443,8443,true,NRT,Asia Pacific,Tokyo,106,4.58
131.186.37.191,2082,2082,false,NRT,Asia Pacific,Tokyo,98,4.54
168.138.212.40,2096,2096,true,NRT,Asia Pacific,Tokyo,104,4.54
158.178.242.56,8080,8080,false,SIN,Asia Pacific,Singapore,101,4.50
140.238.44.118,8880,8880,false,NRT,Asia Pacific,Tokyo,98,4.49
141.147.162.204,2086,2086,false,NRT,Asia Pacific,Tokyo,135,4.47
158.178.246.169,2053,2053,true,SIN,Asia Pacific,Singapore,119,4.45
138.2.10.251,8443,8443,true,NRT,Asia Pacific,Tokyo,105,4.45
151.145.75.28,2083,2083,true,NRT,Asia Pacific,Tokyo,107,4.44
138.2.10.251,2082,2082,false,NRT,Asia Pacific,Tokyo,107,4.42
132.145.121.123,2053,2053,true,NRT,Asia Pacific,Tokyo,105,4.42
168.138.212.40,2082,2082,false,NRT,Asia Pacific,Tokyo,104,4.41
158.179.190.253,2095,2095,false,NRT,Asia Pacific,Tokyo,120,4.41
131.186.59.94,2086,2086,false,NRT,Asia Pacific,Tokyo,99,4.40
141.147.169.131,8443,8443,true,NRT,Asia Pacific,Tokyo,111,4.40
138.2.76.91,2082,2082,false,SIN,Asia Pacific,Singapore,123,4.39
151.145.69.174,2086,2086,false,NRT,Asia Pacific,Tokyo,101,4.36
158.178.156.98,443,443,true,FRA,Europe,Frankfurt,285,4.35
131.186.58.151,2096,2096,true,NRT,Asia Pacific,Tokyo,104,4.35
140.238.34.208,2082,2082,false,NRT,Asia Pacific,Tokyo,103,4.34
168.138.176.166,443,443,true,SIN,Asia Pacific,Singapore,131,4.33
140.238.34.208,2052,2052,false,NRT,Asia Pacific,Tokyo,106,4.33
131.186.44.38,8443,8443,true,NRT,Asia Pacific,Tokyo,104,4.30
158.179.183.2,8080,8080,false,NRT,Asia Pacific,Tokyo,109,4.30
138.2.157.236,443,443,true,FRA,Europe,Frankfurt,292,4.29
131.186.37.49,2052,2052,false,NRT,Asia Pacific,Tokyo,103,4.29
158.179.180.233,8880,8880,false,NRT,Asia Pacific,Tokyo,120,4.28
158.179.186.138,2052,2052,false,NRT,Asia Pacific,Tokyo,104,4.26
213.35.98.197,2082,2082,false,SIN,Asia Pacific,Singapore,90,4.25
131.186.47.255,2053,2053,true,NRT,Asia Pacific,Tokyo,103,4.25
158.179.189.106,2096,2096,true,NRT,Asia Pacific,Tokyo,131,4.25
158.101.94.15,2083,2083,true,NRT,Asia Pacific,Tokyo,101,4.21
158.178.242.56,2082,2082,false,SIN,Asia Pacific,Singapore,85,4.21
138.2.10.251,2086,2086,false,NRT,Asia Pacific,Tokyo,105,4.21
131.186.34.11,2053,2053,true,NRT,Asia Pacific,Tokyo,104,4.17
155.248.160.116,2087,2087,true,NRT,Asia Pacific,Tokyo,112,4.17
155.248.186.182,8080,8080,false,NRT,Asia Pacific,Tokyo,105,4.16
150.230.197.156,2087,2087,true,NRT,Asia Pacific,Tokyo,111,4.16
155.248.160.116,2082,2082,false,NRT,Asia Pacific,Tokyo,108,4.16
151.145.69.105,8080,8080,false,HKG,Asia Pacific,Hong Kong,165,4.16
151.145.71.127,2086,2086,false,NRT,Asia Pacific,Tokyo,104,4.14
158.179.186.138,8080,8080,false,NRT,Asia Pacific,Tokyo,111,4.13
141.147.169.131,2086,2086,false,NRT,Asia Pacific,Tokyo,102,4.12
131.186.38.135,8880,8880,false,NRT,Asia Pacific,Tokyo,102,4.12
158.179.186.138,80,80,false,NRT,Asia Pacific,Tokyo,102,4.11
131.186.37.49,2087,2087,true,NRT,Asia Pacific,Tokyo,106,4.10
152.70.111.251,2086,2086,false,NRT,Asia Pacific,Tokyo,105,4.09
141.147.168.159,8880,8880,false,NRT,Asia Pacific,Tokyo,109,4.09
151.145.69.174,80,80,false,NRT,Asia Pacific,Tokyo,105,4.08
158.178.241.45,8880,8880,false,SIN,Asia Pacific,Singapore,112,4.08
158.178.241.45,8080,8080,false,SIN,Asia Pacific,Singapore,99,4.05
168.138.194.121,2095,2095,false,NRT,Asia Pacific,Tokyo,108,4.05
131.186.38.135,2082,2082,false,NRT,Asia Pacific,Tokyo,105,4.04
132.226.5.102,2087,2087,true,NRT,Asia Pacific,Tokyo,105,4.04
158.179.188.175,80,80,false,NRT,Asia Pacific,Tokyo,120,4.03
168.138.194.121,2052,2052,false,NRT,Asia Pacific,Tokyo,104,4.03
158.179.178.145,2096,2096,true,NRT,Asia Pacific,Tokyo,106,4.03
131.186.43.107,8080,8080,false,NRT,Asia Pacific,Tokyo,106,4.03
138.3.215.11,80,80,false,HKG,Asia Pacific,Hong Kong,164,4.03
158.101.159.181,2096,2096,true,NRT,Asia Pacific,Tokyo,109,4.02
150.230.199.118,8880,8880,false,NRT,Asia Pacific,Tokyo,109,4.01
140.238.44.118,8080,8080,false,NRT,Asia Pacific,Tokyo,108,4.01
158.179.183.2,2083,2083,true,NRT,Asia Pacific,Tokyo,106,4.01
140.238.51.89,8880,8880,false,NRT,Asia Pacific,Tokyo,102,4.01
158.101.159.181,2053,2053,true,NRT,Asia Pacific,Tokyo,105,4.00
168.138.212.40,2086,2086,false,NRT,Asia Pacific,Tokyo,135,4.00
150.230.197.156,2082,2082,false,NRT,Asia Pacific,Tokyo,105,3.98
158.179.182.19,2052,2052,false,NRT,Asia Pacific,Tokyo,101,3.96
141.147.189.242,8080,8080,false,NRT,Asia Pacific,Tokyo,97,3.95
150.230.205.56,8880,8880,false,NRT,Asia Pacific,Tokyo,102,3.94
151.145.70.28,2095,2095,false,NRT,Asia Pacific,Tokyo,111,3.92
168.138.196.164,2052,2052,false,HKG,Asia Pacific,Hong Kong,158,3.90
138.2.31.68,2086,2086,false,HKG,Asia Pacific,Hong Kong,161,3.89
150.230.214.218,2086,2086,false,NRT,Asia Pacific,Tokyo,106,3.86
151.145.69.105,8443,8443,true,HKG,Asia Pacific,Hong Kong,166,3.86
131.186.47.255,2086,2086,false,NRT,Asia Pacific,Tokyo,106,3.84
158.101.142.103,2086,2086,false,NRT,Asia Pacific,Tokyo,109,3.84
168.138.192.183,443,443,true,NRT,Asia Pacific,Tokyo,101,3.81
168.138.47.238,8443,80,false,KIX,Asia Pacific,Osaka,108,3.79
158.179.183.2,80,80,false,NRT,Asia Pacific,Tokyo,100,3.78
131.186.61.45,2096,2096,true,NRT,Asia Pacific,Tokyo,108,3.76
141.147.178.135,8080,8080,false,HKG,Asia Pacific,Hong Kong,183,3.76
158.179.190.253,8443,8443,true,NRT,Asia Pacific,Tokyo,107,3.75
140.238.34.208,8080,8080,false,NRT,Asia Pacific,Tokyo,109,3.73
158.179.189.235,2053,2053,true,NRT,Asia Pacific,Tokyo,104,3.70
140.238.50.112,443,8443,true,NRT,Asia Pacific,Tokyo,104,3.69
193.123.233.143,2083,80,false,NRT,Asia Pacific,Tokyo,189,3.68
141.147.168.159,2052,2052,false,NRT,Asia Pacific,Tokyo,105,3.68
141.147.168.159,2087,2087,true,NRT,Asia Pacific,Tokyo,102,3.67
132.226.5.21,8080,8080,false,NRT,Asia Pacific,Tokyo,103,3.67
158.179.188.159,2052,2052,false,NRT,Asia Pacific,Tokyo,108,3.67
158.101.140.154,2053,2053,true,NRT,Asia Pacific,Tokyo,105,3.65
158.178.242.56,8443,8443,true,SIN,Asia Pacific,Singapore,84,3.64
131.186.59.94,2053,2053,true,NRT,Asia Pacific,Tokyo,96,3.62
158.101.149.81,2086,2086,false,NRT,Asia Pacific,Tokyo,102,3.62
141.147.186.210,2052,2052,false,NRT,Asia Pacific,Tokyo,99,3.61
158.179.188.159,8080,8080,false,NRT,Asia Pacific,Tokyo,106,3.61
131.186.34.11,8080,8080,false,NRT,Asia Pacific,Tokyo,105,3.61
138.2.92.11,2053,2053,true,SIN,Asia Pacific,Singapore,95,3.59
141.147.179.64,8080,8080,false,NRT,Asia Pacific,Tokyo,110,3.59
158.179.180.233,2086,2086,false,NRT,Asia Pacific,Tokyo,101,3.58
131.186.59.232,2095,2095,false,HKG,Asia Pacific,Hong Kong,164,3.58
131.186.34.11,2082,2082,false,NRT,Asia Pacific,Tokyo,106,3.57
158.179.191.14,2095,2095,false,NRT,Asia Pacific,Tokyo,99,3.57
140.238.44.118,80,80,false,NRT,Asia Pacific,Tokyo,102,3.55
131.186.59.94,2083,2083,true,NRT,Asia Pacific,Tokyo,116,3.55
151.145.71.127,2053,2053,true,NRT,Asia Pacific,Tokyo,106,3.48
138.3.215.11,8880,8880,false,HKG,Asia Pacific,Hong Kong,165,3.48
138.2.104.2,2052,2052,false,SIN,Asia Pacific,Singapore,95,3.48
144.21.60.199,443,443,true,FRA,Europe,Frankfurt,294,3.47
158.101.70.155,2052,2052,false,NRT,Asia Pacific,Tokyo,109,3.47
141.147.178.135,2083,2083,true,HKG,Asia Pacific,Hong Kong,163,3.46
131.186.46.75,8880,8880,false,NRT,Asia Pacific,Tokyo,116,3.46
151.145.69.105,2082,2082,false,HKG,Asia Pacific,Hong Kong,167,3.46
155.248.186.182,2082,2082,false,NRT,Asia Pacific,Tokyo,103,3.45
158.101.159.181,2087,2087,true,NRT,Asia Pacific,Tokyo,104,3.44
138.2.10.251,2096,2096,true,NRT,Asia Pacific,Tokyo,108,3.43
158.101.158.251,2083,2083,true,NRT,Asia Pacific,Tokyo,103,3.41
141.147.189.242,2083,2083,true,NRT,Asia Pacific,Tokyo,109,3.40
158.179.191.14,8880,8880,false,NRT,Asia Pacific,Tokyo,109,3.38
152.70.111.251,8443,8443,true,NRT,Asia Pacific,Tokyo,108,3.37
141.147.178.202,2095,2095,false,NRT,Asia Pacific,Tokyo,102,3.36
131.186.46.75,80,80,false,NRT,Asia Pacific,Tokyo,99,3.35
131.186.35.189,2096,2096,true,NRT,Asia Pacific,Tokyo,100,3.34
141.147.160.86,8443,8443,true,NRT,Asia Pacific,Tokyo,108,3.32
131.186.46.75,2053,2053,true,NRT,Asia Pacific,Tokyo,107,3.31
138.2.92.11,8443,8443,true,SIN,Asia Pacific,Singapore,122,3.29
131.186.43.107,2052,2052,false,NRT,Asia Pacific,Tokyo,100,3.29
131.186.60.162,2082,2082,false,NRT,Asia Pacific,Tokyo,112,3.25
158.179.191.14,2053,2053,true,NRT,Asia Pacific,Tokyo,114,3.23
151.145.71.127,8443,8443,true,NRT,Asia Pacific,Tokyo,105,3.23
131.186.38.135,80,80,false,NRT,Asia Pacific,Tokyo,103,3.22
158.179.189.235,2096,2096,true,NRT,Asia Pacific,Tokyo,109,3.22
150.230.109.252,2086,2086,false,NRT,Asia Pacific,Tokyo,108,3.21
131.186.41.82,8880,8880,false,NRT,Asia Pacific,Tokyo,106,3.20
138.2.7.72,2095,2095,false,NRT,Asia Pacific,Tokyo,105,3.20
140.238.44.118,2087,2087,true,NRT,Asia Pacific,Tokyo,104,3.17
131.186.58.151,2053,2053,true,NRT,Asia Pacific,Tokyo,102,3.17
158.179.191.14,2052,2052,false,NRT,Asia Pacific,Tokyo,105,3.15
152.70.102.124,2086,2086,false,HKG,Asia Pacific,Hong Kong,167,3.15
158.101.94.15,8880,8880,false,NRT,Asia Pacific,Tokyo,105,3.14
132.145.112.168,8880,8880,false,NRT,Asia Pacific,Tokyo,102,3.14
151.145.71.40,2083,2083,true,NRT,Asia Pacific,Tokyo,105,3.13
131.186.60.162,8880,8880,false,NRT,Asia Pacific,Tokyo,111,3.12
141.147.168.159,8080,8080,false,NRT,Asia Pacific,Tokyo,104,3.11
141.147.168.13,8880,8880,false,NRT,Asia Pacific,Tokyo,106,3.11
138.2.6.15,2052,2052,false,NRT,Asia Pacific,Tokyo,106,3.11
131.186.62.26,2086,2086,false,NRT,Asia Pacific,Tokyo,108,3.09
158.179.191.14,2082,2082,false,NRT,Asia Pacific,Tokyo,104,3.08
151.145.69.174,2083,2083,true,NRT,Asia Pacific,Tokyo,105,3.07
150.230.214.218,2095,2095,false,NRT,Asia Pacific,Tokyo,104,3.06
152.70.111.251,80,80,false,NRT,Asia Pacific,Tokyo,98,3.06
151.145.66.219,80,80,false,NRT,Asia Pacific,Tokyo,101,3.05
131.186.47.255,2052,2052,false,NRT,Asia Pacific,Tokyo,102,3.05
158.101.150.74,8443,8443,true,NRT,Asia Pacific,Tokyo,103,3.04
150.230.205.56,2083,2083,true,NRT,Asia Pacific,Tokyo,102,3.04
158.179.178.142,2053,2053,true,NRT,Asia Pacific,Tokyo,113,3.01
131.186.36.248,2087,2087,true,NRT,Asia Pacific,Tokyo,104,3.01
131.186.63.184,2083,2083,true,NRT,Asia Pacific,Tokyo,103,3.01
131.186.37.191,2053,2053,true,NRT,Asia Pacific,Tokyo,107,3.01
141.147.179.64,2083,2083,true,NRT,Asia Pacific,Tokyo,106,3.00
132.145.123.14,2087,2087,true,NRT,Asia Pacific,Tokyo,107,2.98
141.147.168.159,2096,2096,true,NRT,Asia Pacific,Tokyo,99,2.98
158.178.241.45,2052,2052,false,SIN,Asia Pacific,Singapore,81,2.95
131.186.63.184,2096,2096,true,NRT,Asia Pacific,Tokyo,107,2.95
158.179.178.145,80,80,false,NRT,Asia Pacific,Tokyo,105,2.94
131.186.27.112,2096,443,true,NRT,Asia Pacific,Tokyo,191,2.94
151.145.68.166,2095,2095,false,NRT,Asia Pacific,Tokyo,107,2.94
150.230.109.252,2087,2087,true,NRT,Asia Pacific,Tokyo,102,2.93
131.186.47.223,80,80,false,NRT,Asia Pacific,Tokyo,108,2.92
150.230.197.156,2052,2052,false,NRT,Asia Pacific,Tokyo,105,2.91
131.186.37.49,2053,2053,true,NRT,Asia Pacific,Tokyo,114,2.90
132.145.121.242,2053,2053,true,HKG,Asia Pacific,Hong Kong,165,2.90
158.179.188.159,2082,2082,false,NRT,Asia Pacific,Tokyo,134,2.87
158.101.70.155,2086,2086,false,NRT,Asia Pacific,Tokyo,108,2.87
158.179.191.14,2086,2086,false,NRT,Asia Pacific,Tokyo,102,2.87
140.238.34.208,8443,8443,true,NRT,Asia Pacific,Tokyo,96,2.86
131.186.62.26,8080,8080,false,NRT,Asia Pacific,Tokyo,104,2.84
131.186.37.69,80,80,false,NRT,Asia Pacific,Tokyo,104,2.80
150.230.109.252,2053,2053,true,NRT,Asia Pacific,Tokyo,105,2.79
131.186.47.223,2052,2052,false,NRT,Asia Pacific,Tokyo,97,2.79
152.70.102.124,2053,2053,true,HKG,Asia Pacific,Hong Kong,161,2.77
132.226.5.102,2095,2095,false,NRT,Asia Pacific,Tokyo,102,2.75
158.179.176.239,8080,8080,false,NRT,Asia Pacific,Tokyo,105,2.73
141.147.189.242,2096,2096,true,NRT,Asia Pacific,Tokyo,105,2.71
138.3.215.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,162,2.70
131.186.58.151,8880,8880,false,NRT,Asia Pacific,Tokyo,110,2.70
132.145.121.125,8080,8080,false,NRT,Asia Pacific,Tokyo,99,2.69
132.145.112.168,2082,2082,false,NRT,Asia Pacific,Tokyo,127,2.67
131.186.37.191,8443,8443,true,NRT,Asia Pacific,Tokyo,106,2.67
151.145.75.28,2096,2096,true,NRT,Asia Pacific,Tokyo,106,2.64
150.230.205.56,2082,2082,false,NRT,Asia Pacific,Tokyo,98,2.64
138.2.76.91,2053,2053,true,SIN,Asia Pacific,Singapore,114,2.63
131.186.36.248,2083,2083,true,NRT,Asia Pacific,Tokyo,106,2.63
158.101.81.4,2086,2086,false,NRT,Asia Pacific,Tokyo,103,2.61
131.186.46.75,2083,2083,true,NRT,Asia Pacific,Tokyo,106,2.61
131.186.63.184,8080,8080,false,NRT,Asia Pacific,Tokyo,106,2.60
158.179.178.142,8080,8080,false,NRT,Asia Pacific,Tokyo,106,2.59
158.101.70.155,8443,8443,true,NRT,Asia Pacific,Tokyo,108,2.59
158.179.190.253,2096,2096,true,NRT,Asia Pacific,Tokyo,101,2.58
131.186.63.35,2087,2087,true,NRT,Asia Pacific,Tokyo,103,2.58
158.179.188.7,2052,2052,false,NRT,Asia Pacific,Tokyo,106,2.56
131.186.61.45,2083,2083,true,NRT,Asia Pacific,Tokyo,109,2.56
132.226.5.21,2083,2083,true,NRT,Asia Pacific,Tokyo,105,2.54
132.145.114.250,80,80,false,NRT,Asia Pacific,Tokyo,105,2.52
132.145.114.250,2087,2087,true,NRT,Asia Pacific,Tokyo,111,2.52
141.148.236.169,443,443,true,FRA,Europe,Frankfurt,285,2.51
141.147.178.135,2086,2086,false,HKG,Asia Pacific,Hong Kong,162,2.51
140.238.44.118,2095,2095,false,NRT,Asia Pacific,Tokyo,103,2.51
155.248.186.182,2053,2053,true,NRT,Asia Pacific,Tokyo,104,2.51
158.101.142.103,2096,2096,true,NRT,Asia Pacific,Tokyo,108,2.50
131.186.36.248,8443,8443,true,NRT,Asia Pacific,Tokyo,105,2.49
151.145.75.28,8880,8880,false,NRT,Asia Pacific,Tokyo,100,2.47
158.179.186.138,2053,2053,true,NRT,Asia Pacific,Tokyo,104,2.46
158.179.191.14,8443,8443,true,NRT,Asia Pacific,Tokyo,111,2.46
138.3.253.140,8080,8080,false,FRA,Europe,Frankfurt,230,2.46
141.147.186.210,80,80,false,NRT,Asia Pacific,Tokyo,109,2.45
158.179.189.235,8443,8443,true,NRT,Asia Pacific,Tokyo,101,2.44
158.179.183.2,8880,8880,false,NRT,Asia Pacific,Tokyo,100,2.44
131.186.37.49,2095,2095,false,NRT,Asia Pacific,Tokyo,109,2.44
151.145.70.28,2082,2082,false,NRT,Asia Pacific,Tokyo,110,2.43
131.186.46.75,2052,2052,false,NRT,Asia Pacific,Tokyo,103,2.41
131.186.38.135,2086,2086,false,NRT,Asia Pacific,Tokyo,106,2.40
158.101.149.81,2096,2096,true,NRT,Asia Pacific,Tokyo,105,2.40
132.145.121.125,2087,2087,true,NRT,Asia Pacific,Tokyo,104,2.40
138.2.104.2,2082,2082,false,SIN,Asia Pacific,Singapore,82,2.36
131.186.47.255,2082,2082,false,NRT,Asia Pacific,Tokyo,108,2.35
158.101.158.251,2053,2053,true,NRT,Asia Pacific,Tokyo,101,2.35
131.186.45.88,2053,2053,true,NRT,Asia Pacific,Tokyo,101,2.34
140.238.44.118,8443,8443,true,NRT,Asia Pacific,Tokyo,99,2.33
132.145.121.123,2095,2095,false,NRT,Asia Pacific,Tokyo,107,2.33
132.145.121.125,2083,2083,true,NRT,Asia Pacific,Tokyo,101,2.33
158.179.188.175,2052,2052,false,NRT,Asia Pacific,Tokyo,106,2.30
141.147.168.13,2087,2087,true,NRT,Asia Pacific,Tokyo,108,2.30
150.230.214.218,2083,2083,true,NRT,Asia Pacific,Tokyo,108,2.28
141.147.178.135,2087,2087,true,HKG,Asia Pacific,Hong Kong,203,2.25
158.179.191.14,2087,2087,true,NRT,Asia Pacific,Tokyo,104,2.24
158.101.90.190,2053,2053,true,NRT,Asia Pacific,Tokyo,104,2.23
168.138.196.164,8080,8080,false,HKG,Asia Pacific,Hong Kong,160,2.22
132.145.121.242,8880,8880,false,HKG,Asia Pacific,Hong Kong,166,2.19
155.248.186.182,8880,8880,false,NRT,Asia Pacific,Tokyo,108,2.18
168.138.196.164,2083,2083,true,HKG,Asia Pacific,Hong Kong,164,2.18
151.145.74.56,2087,2087,true,NRT,Asia Pacific,Tokyo,98,2.15
140.238.51.89,8443,8443,true,NRT,Asia Pacific,Tokyo,97,2.15
132.226.5.102,8080,8080,false,NRT,Asia Pacific,Tokyo,101,2.14
150.230.219.83,2052,2052,false,NRT,Asia Pacific,Tokyo,103,2.13
151.145.65.8,2096,2096,true,NRT,Asia Pacific,Tokyo,106,2.13
131.186.61.45,2095,2095,false,NRT,Asia Pacific,Tokyo,104,2.13
151.145.68.166,2087,2087,true,NRT,Asia Pacific,Tokyo,105,2.12
141.147.178.202,80,80,false,NRT,Asia Pacific,Tokyo,120,2.12
158.179.188.175,2082,2082,false,NRT,Asia Pacific,Tokyo,107,2.12
132.145.121.125,8443,8443,true,NRT,Asia Pacific,Tokyo,106,2.11
138.2.7.72,2053,2053,true,NRT,Asia Pacific,Tokyo,107,2.09
138.2.31.68,8443,8443,true,HKG,Asia Pacific,Hong Kong,168,2.08
151.145.66.219,8880,8880,false,NRT,Asia Pacific,Tokyo,106,2.07
158.101.158.251,8880,8880,false,NRT,Asia Pacific,Tokyo,105,2.06
131.186.59.232,8880,8880,false,HKG,Asia Pacific,Hong Kong,165,2.05
